ticket_id,customer_id,region,channel,category,priority,agent_id,created_date,resolved_date,first_response_time_hours,resolution_time_hours,csat_score,status,sla_breached
TKT002661,CUST_052,West,Email,Billing,Low,AGENT_11,2026-04-15,2026-04-18,17.3,82.2,2,Resolved,Yes
TKT002296,CUST_062,South,Chat,Other,Medium,AGENT_05,2026-03-01,2026-03-03,8.3,65.5,2,Closed,Yes
TKT004700,CUST_140,North,Email,Other,Medium,AGENT_12,2026-05-15,2026-05-16,15.0,39.0,5,Resolved,Yes
TKT003109,CUST_002,East,Chat,Billing,Medium,AGENT_09,2026-05-16,2026-05-16,17.2,20.5,4,Resolved,No
TKT000892,CUST_066,North,Portal,Delivery Delay,Low,AGENT_11,2026-05-23,2026-05-24,34.5,40.7,4,Closed,No
TKT003326,CUST_034,East,Chat,Delivery Delay,Low,AGENT_04,2026-05-22,2026-05-25,32.4,77.0,5,Closed,Yes
TKT002154,CUST_143,East,Chat,Billing,Low,AGENT_03,2026-05-21,2026-05-26,32.7,143.1,5,Resolved,Yes
TKT002376,CUST_120,South,Chat,Billing,High,AGENT_15,2026-03-30,,4.7,,,Open,No
TKT002149,CUST_014,West,Phone,Damaged Goods,Low,AGENT_15,2026-03-02,2026-03-06,38.2,,3,Resolved,Yes
TKT001332,CUST_108,Central,Chat,Delivery Delay,Low,AGENT_07,2026-06-10,,30.2,1141.7,,Reopened,Yes
TKT004790,CUST_018,North,Chat,Billing,High,AGENT_07,2026-04-30,2026-05-12,7.8,289.4,5,Closed,Yes
TKT002275,CUST_105,East,Portal,Delivery Delay,High,AGENT_10,2026-06-09,,2.8,,,Open,No
TKT003836,CUST_075,East,Chat,Delivery Delay,Low,AGENT_10,2026-06-23,2026-06-25,9.6,64.2,5,Resolved,No
TKT004434,CUST_101,West,Portal,Other,Critical,AGENT_10,2026-03-17,,0.9,5.6,,Reopened,Yes
TKT004420,CUST_112,Central,Phone,Damaged Goods,Medium,AGENT_04,2026-03-04,2026-03-06,7.8,,5,Resolved,Yes
TKT003026,CUST_019,West,Chat,Account Access,Medium,AGENT_14,2026-05-10,2026-05-12,17.6,58.7,4,Resolved,Yes
TKT000676,CUST_084,East,Phone,Damaged Goods,Low,AGENT_04,2026-04-26,2026-05-02,35.1,,4,Resolved,Yes
TKT004934,CUST_022,East,Email,Billing,Low,AGENT_15,2026-03-14,2026-03-16,0.7,66.9,5,Resolved,No
TKT001270,CUST_020,East,Chat,Billing,Critical,AGENT_05,2026-05-21,2026-05-21,1.5,6.1,5,Resolved,Yes
TKT003462,CUST_066,North,Email,Damaged Goods,Medium,AGENT_05,2026-03-13,,2.0,39.3,3,Resolved,Yes
TKT000432,CUST_088,West,Email,Billing,Medium,AGENT_08,2026-01-26,2026-01-28,3.2,55.9,5,Resolved,Yes
TKT002997,CUST_030,North,Portal,Account Access,Low,AGENT_01,2026-04-27,2026-05-01,6.9,96.5,3,Resolved,Yes
TKT003681,CUST_120,West,Phone,Other,Low,AGENT_06,2026-01-27,,38.5,,,Open,No
TKT001012,CUST_117,Central,Email,Billing,Low,AGENT_08,2026-02-05,2026-02-07,3.1,56.1,3,Resolved,No
TKT002711,CUST_017,South,Portal,Delivery Delay,Low,AGENT_06,2026-06-19,2026-06-25,14.7,148.6,5,Resolved,Yes
TKT003855,CUST_111,South,Chat,Account Access,Medium,AGENT_14,2026-06-09,2026-06-10,15.1,43.3,4,Resolved,Yes
TKT004464,CUST_088,East,Portal,Billing,Medium,AGENT_11,2026-03-13,,11.2,39.6,4,Closed,Yes
TKT001005,CUST_085,South,Chat,Billing,High,AGENT_10,2026-06-19,2026-06-19,0.7,23.8,5,Closed,Yes
TKT003886,CUST_074,West,Portal,Damaged Goods,High,AGENT_04,2026-01-25,2026-01-25,1.3,21.9,5,Resolved,Yes
TKT002039,CUST_124,North,Email,Other,Medium,AGENT_01,2026-02-17,,12.8,,,Open,No
TKT003524,CUST_077,East,Chat,Delivery Delay,Medium,AGENT_07,2026-03-12,,16.3,,,Open,No
TKT001649,CUST_098,South,Chat,Damaged Goods,Medium,AGENT_14,2026-02-05,2026-02-06,5.7,35.3,1,Resolved,No
TKT002291,CUST_042,West,Chat,Delivery Delay,Critical,AGENT_15,2026-06-17,2026-06-17,1.2,5.9,,Reopened,Yes
TKT001008,CUST_096,South,Email,Delivery Delay,High,AGENT_15,2026-03-29,,1.2,16.6,5,Resolved,Yes
TKT001047,CUST_077,Central,Phone,Delivery Delay,Low,AGENT_02,2026-02-06,2026-02-12,42.7,,5,Resolved,Yes
TKT002700,CUST_113,South,Portal,Account Access,Medium,AGENT_01,2026-05-28,2026-05-30,23.6,62.6,5,Closed,Yes
TKT001102,CUST_116,South,Email,Other,High,AGENT_01,2026-06-05,2026-06-05,3.8,18.1,4,Resolved,Yes
TKT001981,CUST_032,South,Phone,Billing,Low,AGENT_06,2026-03-13,2026-03-19,20.7,,4,Resolved,Yes
TKT001817,CUST_116,Central,Email,Other,Low,AGENT_08,2026-02-23,,4.5,118.7,3,Resolved,Yes
TKT002183,CUST_020,West,Chat,Billing,High,AGENT_05,2026-02-02,2026-02-02,2.7,6.5,5,Resolved,No
TKT003356,CUST_097,West,Email,Other,High,AGENT_02,2026-05-14,,4.9,,,Open,No
TKT001500,CUST_050,South,Phone,Delivery Delay,Medium,AGENT_12,2026-06-21,2026-06-23,8.8,,5,Resolved,Yes
TKT001032,CUST_068,Central,Email,Other,Medium,AGENT_05,2026-01-12,2026-01-13,23.6,33.5,4,Resolved,No
TKT002077,CUST_072,South,Phone,Account Access,High,AGENT_04,2026-01-31,2026-01-31,6.8,,4,Resolved,Yes
TKT000377,CUST_107,North,Email,Other,Critical,AGENT_06,2026-02-03,2026-02-03,1.0,4.8,4,Resolved,Yes
TKT001898,CUST_066,East,Chat,Account Access,High,AGENT_14,2026-03-22,2026-03-22,4.4,9.8,4,Resolved,No
TKT003392,CUST_073,South,Phone,Damaged Goods,Medium,AGENT_03,2026-03-24,2026-03-25,12.3,,1,Resolved,Yes
TKT002598,CUST_041,East,Email,Other,Low,AGENT_12,2026-06-08,2026-06-10,14.0,54.3,4,Resolved,No
TKT001254,CUST_123,West,Chat,Other,Low,AGENT_12,2026-06-20,,29.8,,,Open,No
TKT001351,CUST_012,South,Email,Billing,Low,AGENT_03,2026-02-17,2026-02-21,12.8,102.2,3,Resolved,Yes
TKT000608,CUST_056,North,Email,Billing,Low,AGENT_12,2026-05-14,,11.7,,,Open,No
TKT002721,CUST_033,North,Email,Account Access,High,AGENT_12,2026-03-16,2026-03-16,0.9,21.8,4,Resolved,Yes
TKT003361,CUST_020,North,Portal,Account Access,High,AGENT_09,2026-05-06,,1.6,23.6,4,Resolved,Yes
TKT000154,CUST_147,West,Phone,Delivery Delay,High,AGENT_11,2026-01-23,2026-01-23,4.3,7.4,,Reopened,No
TKT000187,CUST_059,West,Phone,Other,Low,AGENT_12,2026-01-26,2026-01-30,18.8,,,Reopened,Yes
TKT003904,CUST_135,East,Portal,Other,Low,AGENT_15,2026-02-05,,44.4,,,Open,No
TKT003162,CUST_116,North,Portal,Damaged Goods,Low,AGENT_15,2026-01-29,2026-02-02,19.3,108.4,5,Resolved,Yes
TKT001999,CUST_089,West,Phone,Delivery Delay,Medium,AGENT_04,2026-02-23,,15.7,,4,Resolved,Yes
TKT001013,CUST_002,Central,Phone,Damaged Goods,Medium,AGENT_01,2026-05-11,2026-05-11,1.5,,5,Resolved,No
TKT003119,CUST_106,Central,Phone,Billing,Low,AGENT_06,2026-05-24,2026-05-25,6.0,,3,Resolved,No
TKT001903,CUST_036,Central,Email,Delivery Delay,Low,AGENT_07,2026-03-17,2026-03-28,12.2,272.7,1,Resolved,Yes
TKT004775,CUST_127,South,Phone,Damaged Goods,Medium,AGENT_13,2026-05-21,,22.3,,,Open,No
TKT003984,CUST_110,East,Chat,Delivery Delay,Critical,AGENT_08,2026-03-20,2026-03-20,0.9,5.8,,Reopened,Yes
TKT000809,CUST_030,East,Chat,Billing,Low,AGENT_03,2026-03-31,2026-04-04,11.3,108.1,2,Resolved,Yes
TKT000209,CUST_103,West,Chat,Delivery Delay,Low,AGENT_06,2026-02-01,,9.9,59.7,5,Resolved,No
TKT003709,CUST_011,Central,Chat,Other,Low,AGENT_07,2026-06-29,2026-08-10,6.3,1016.5,4,Resolved,Yes
TKT002441,CUST_124,North,Phone,Account Access,Medium,AGENT_01,2026-05-05,,22.8,,,Open,No
TKT000708,CUST_112,South,Chat,Account Access,Low,AGENT_05,2026-01-28,2026-02-01,11.4,100.2,3,Resolved,Yes
TKT002709,CUST_059,North,Chat,Delivery Delay,Medium,AGENT_01,2026-02-02,2026-02-02,5.8,11.9,4,Resolved,No
TKT004040,CUST_076,South,Email,Billing,Medium,AGENT_05,2026-04-18,2026-04-19,1.6,39.8,4,Resolved,Yes
TKT001050,CUST_040,Central,Email,Damaged Goods,Low,AGENT_10,2026-05-15,2026-05-21,30.3,155.7,3,Resolved,Yes
TKT002065,CUST_076,East,Email,Delivery Delay,Low,AGENT_14,,2026-03-08,34.1,48.3,,Reopened,No
TKT000031,CUST_109,South,Chat,Delivery Delay,Medium,AGENT_04,2026-03-06,2026-03-08,4.8,64.7,1,Resolved,Yes
TKT000278,CUST_119,South,Chat,Billing,Critical,AGENT_14,2026-02-06,2026-02-06,1.4,4.9,4,Resolved,Yes
TKT004601,CUST_013,East,Email,Delivery Delay,Low,AGENT_04,2026-01-04,2026-01-08,31.4,103.6,3,Resolved,Yes
TKT002998,CUST_099,Central,Portal,Account Access,Medium,AGENT_09,2026-02-12,,11.5,36.4,5,Resolved,Yes
TKT002353,CUST_049,North,Chat,Account Access,Medium,AGENT_11,2026-03-19,2026-03-20,19.6,41.0,,Reopened,Yes
TKT000796,CUST_072,South,Portal,Delivery Delay,Low,AGENT_02,2026-04-29,2026-05-01,38.4,54.5,,Reopened,No
TKT001093,CUST_021,South,Portal,Other,Medium,AGENT_12,2026-02-28,2026-03-01,5.7,32.9,3,Closed,No
TKT004151,CUST_048,South,Email,Delivery Delay,Critical,AGENT_04,2026-06-18,2026-06-18,1.9,7.9,2,Resolved,Yes
TKT001586,CUST_030,West,Email,Billing,Medium,AGENT_10,2026-06-21,2026-06-22,16.9,32.3,5,Resolved,No
TKT000876,CUST_087,Central,Chat,Account Access,High,AGENT_04,2026-01-07,2026-01-07,5.3,9.0,4,Closed,No
TKT004108,CUST_016,Central,Chat,Damaged Goods,High,AGENT_07,2026-03-22,2026-03-25,3.1,81.3,4,Resolved,Yes
TKT002744,CUST_109,East,Portal,Billing,Medium,AGENT_06,2026-05-15,2026-05-17,16.3,60.0,2,Resolved,Yes
TKT000005,CUST_069,North,Email,Billing,High,AGENT_08,2026-05-06,2026-05-06,1.0,16.2,4,Resolved,Yes
TKT002051,CUST_150,Central,Chat,Billing,Medium,AGENT_07,2026-02-27,2026-03-06,9.4,186.4,,Reopened,Yes
TKT001430,CUST_006,West,Chat,Billing,High,AGENT_15,2026-06-16,2026-06-17,2.4,26.2,2,Resolved,Yes
TKT002054,CUST_112,North,Email,Billing,Medium,AGENT_14,2026-04-03,2026-04-04,12.9,42.4,4,Resolved,Yes
TKT002656,CUST_056,North,Email,Billing,Medium,AGENT_15,2026-05-18,,21.7,,,Open,No
TKT002905,CUST_010,East,Email,Account Access,Medium,AGENT_03,2026-06-14,2026-06-16,12.8,52.3,,Reopened,Yes
TKT004595,CUST_102,West,Phone,Delivery Delay,Medium,AGENT_10,2026-06-12,,14.3,,4,Resolved,Yes
TKT000159,CUST_130,East,Email,Other,Medium,AGENT_01,2026-03-29,,6.4,72.6,5,Closed,Yes
TKT003476,CUST_039,East,Email,Damaged Goods,Medium,AGENT_09,2026-01-06,2026-01-09,18.8,75.4,4,Resolved,Yes
TKT004232,CUST_140,South,Phone,Billing,Low,AGENT_04,2026-02-25,2026-02-28,25.4,,5,Resolved,Yes
TKT004874,CUST_125,East,Chat,Other,Medium,AGENT_01,2026-04-15,2026-04-17,14.7,69.5,2,Resolved,Yes
TKT004941,CUST_063,West,Email,Billing,Low,AGENT_12,,2026-02-22,34.8,119.8,2,Resolved,Yes
TKT000196,CUST_002,East,Phone,Delivery Delay,Low,AGENT_09,2026-06-22,2026-06-27,10.8,,4,Resolved,Yes
TKT003654,CUST_123,West,Email,Billing,Medium,AGENT_06,2026-04-17,2026-04-18,15.4,40.3,4,Resolved,Yes
TKT002374,CUST_098,North,Phone,Damaged Goods,Low,AGENT_04,2026-01-26,2026-01-30,34.6,115.6,5,Closed,Yes
TKT003650,CUST_035,South,Email,Account Access,Low,AGENT_05,2026-01-15,2026-01-16,18.8,39.8,3,Resolved,No
TKT001919,CUST_119,West,Portal,Delivery Delay,Low,AGENT_03,2026-05-07,,27.5,,,Open,No
TKT004354,CUST_059,South,Email,Account Access,Critical,AGENT_11,2026-06-21,,1.7,,,Open,No
TKT001044,CUST_029,North,Chat,Billing,Low,AGENT_02,2026-01-31,2026-02-04,28.2,110.4,4,Resolved,Yes
TKT001447,CUST_007,South,Phone,Damaged Goods,Critical,AGENT_11,2026-05-16,2026-05-16,0.9,,5,Closed,No
TKT002953,CUST_029,East,Chat,Damaged Goods,Medium,AGENT_11,2026-02-06,2026-02-08,16.4,58.9,,Reopened,Yes
TKT000832,CUST_044,Central,Email,Account Access,Medium,AGENT_15,2026-02-23,2026-02-24,12.5,41.3,4,Resolved,Yes
TKT001378,CUST_141,Central,Portal,Billing,Low,AGENT_09,2026-03-27,,11.0,73.8,2,Closed,Yes
TKT003953,CUST_145,West,Email,Delivery Delay,Low,AGENT_12,2026-03-15,2026-03-18,7.2,79.0,4,Closed,Yes
TKT002124,CUST_066,West,Phone,Billing,Medium,AGENT_08,2026-06-02,,11.8,,,Open,No
TKT002458,CUST_047,North,Chat,Account Access,Medium,AGENT_01,2026-06-05,,15.0,,,Open,No
TKT000232,CUST_134,West,Email,Damaged Goods,Low,AGENT_13,2026-03-20,2026-03-24,30.8,118.6,5,Closed,Yes
TKT002657,CUST_084,North,Email,Billing,Low,AGENT_15,2026-03-13,2026-03-18,2.3,123.0,,Reopened,Yes
TKT003945,CUST_025,West,Portal,Delivery Delay,High,AGENT_07,2026-06-16,2026-06-22,0.5,150.4,,Reopened,Yes
TKT000285,CUST_017,Central,Chat,Damaged Goods,High,AGENT_12,2026-04-23,2026-04-24,3.5,24.9,,Reopened,Yes
TKT001339,CUST_084,Central,Email,Damaged Goods,Medium,AGENT_01,2026-06-07,2026-06-09,6.2,51.9,5,Resolved,Yes
TKT001395,CUST_057,East,Phone,Other,Low,AGENT_15,2026-02-07,2026-02-11,10.4,,3,Closed,Yes
TKT003136,CUST_102,West,Portal,Account Access,Low,AGENT_11,2026-03-28,2026-04-02,9.2,120.4,2,Resolved,Yes
TKT002270,CUST_124,West,Email,Billing,Medium,AGENT_09,2026-01-23,2026-01-26,23.7,78.1,5,Resolved,Yes
TKT004868,CUST_049,Central,Email,Other,Medium,AGENT_10,2026-06-19,2026-06-20,16.9,31.1,4,Resolved,No
TKT004913,CUST_018,West,Phone,Billing,Medium,AGENT_01,2026-01-27,2026-01-28,15.4,,1,Resolved,Yes
TKT003814,CUST_003,West,Chat,Delivery Delay,Medium,AGENT_03,2026-01-26,2026-01-29,12.9,80.5,3,Resolved,Yes
TKT001527,CUST_021,East,Phone,Other,Medium,AGENT_03,2026-03-29,2026-03-30,15.1,43.1,5,Resolved,Yes
TKT001918,CUST_087,South,Email,Delivery Delay,Medium,AGENT_05,2026-04-24,2026-04-26,9.5,55.9,4,Resolved,Yes
TKT001167,CUST_005,South,Phone,Billing,Critical,AGENT_14,2026-03-06,2026-03-06,1.5,,4,Resolved,Yes
TKT003218,CUST_039,Central,Email,Other,Low,AGENT_04,2026-05-04,2026-05-09,8.7,138.1,5,Resolved,Yes
TKT001941,CUST_134,North,Email,Billing,Medium,AGENT_15,2026-05-16,2026-05-19,22.5,76.1,3,Resolved,Yes
TKT004181,CUST_028,Central,Portal,Damaged Goods,Medium,AGENT_07,2026-03-19,2026-04-17,14.5,718.1,5,Resolved,Yes
TKT003878,CUST_037,Central,Email,Damaged Goods,Medium,AGENT_10,2026-04-28,,16.3,-6.1,3,Closed,Yes
TKT004242,CUST_084,East,Chat,Delivery Delay,Low,AGENT_10,2026-04-22,,33.6,,,Open,No
TKT004727,CUST_101,Central,Phone,Damaged Goods,Low,AGENT_03,2026-01-06,2026-01-10,20.9,,4,Resolved,Yes
TKT002527,CUST_031,East,Email,Damaged Goods,Critical,AGENT_06,2026-03-17,,1.7,4.7,4,Resolved,Yes
TKT004562,CUST_066,East,Email,Account Access,Low,AGENT_10,2026-06-09,2026-06-11,19.6,50.9,5,Closed,No
TKT004943,CUST_149,East,Email,Billing,Medium,AGENT_11,2026-05-27,2026-05-30,16.7,77.4,4,Resolved,Yes
TKT002879,CUST_117,Central,Email,Delivery Delay,High,AGENT_02,2026-02-15,2026-02-15,1.1,19.8,4,Resolved,Yes
TKT000068,CUST_121,South,Email,Account Access,Medium,AGENT_07,2026-05-15,2026-06-06,6.6,542.6,,Reopened,Yes
TKT004003,CUST_024,South,Chat,Damaged Goods,Low,AGENT_14,2026-03-03,2026-03-04,23.9,33.9,5,Resolved,No
TKT003232,CUST_113,East,Email,Billing,Medium,AGENT_08,2026-01-13,2026-01-16,17.1,74.5,4,Resolved,Yes
TKT002526,CUST_058,North,Chat,Delivery Delay,Medium,AGENT_07,2026-05-28,,13.8,396.0,5,Resolved,Yes
TKT000060,CUST_102,East,Email,Damaged Goods,Medium,AGENT_01,2026-04-07,2026-04-10,10.3,74.7,5,Resolved,Yes
TKT001954,CUST_150,West,Portal,Other,Low,AGENT_02,2026-01-06,2026-01-10,26.4,-4.5,,Reopened,Yes
TKT000561,CUST_004,East,Chat,Other,High,AGENT_11,2026-04-16,2026-04-16,5.2,14.2,3,Resolved,Yes
TKT000310,CUST_137,Central,Chat,Delivery Delay,High,AGENT_05,2026-01-09,2026-01-10,6.1,25.2,3,Resolved,Yes
TKT004402,CUST_095,West,Email,Delivery Delay,Medium,AGENT_08,2026-01-20,2026-01-20,3.8,13.9,5,Resolved,No
TKT000845,CUST_043,Central,Chat,Delivery Delay,Medium,AGENT_04,2026-03-28,2026-03-31,17.8,85.3,4,Closed,Yes
TKT003098,CUST_096,West,Email,Billing,Low,AGENT_09,2026-04-21,2026-04-26,14.9,133.7,2,Resolved,Yes
TKT001867,CUST_018,North,Phone,Delivery Delay,Low,AGENT_02,2026-01-15,2026-01-20,46.8,143.8,4,Closed,Yes
TKT001955,CUST_095,East,Chat,Billing,High,AGENT_12,2026-05-16,2026-05-16,4.3,6.6,5,Resolved,No
TKT002056,CUST_148,South,Portal,Billing,Medium,AGENT_09,2026-01-17,,13.6,31.4,4,Resolved,No
TKT004106,CUST_071,West,Email,Account Access,Medium,AGENT_11,2026-06-18,2026-06-18,8.8,17.1,5,Resolved,No
TKT004226,CUST_073,Central,Chat,Account Access,High,AGENT_09,2026-01-20,2026-01-20,3.6,18.0,4,Resolved,Yes
TKT000547,CUST_006,West,Phone,Billing,Low,AGENT_14,2026-03-11,,36.0,,2,Closed,Yes
TKT004918,CUST_100,West,Email,Delivery Delay,Low,AGENT_01,2026-01-28,2026-02-02,29.9,124.4,5,Resolved,Yes
TKT001505,CUST_078,East,Email,Account Access,Critical,AGENT_05,2026-02-22,2026-02-22,0.7,5.8,3,Closed,Yes
TKT004047,CUST_063,North,Portal,Delivery Delay,High,AGENT_01,2026-03-10,2026-03-10,3.1,9.5,5,Resolved,No
TKT001764,CUST_043,North,Email,Delivery Delay,Medium,AGENT_05,2026-05-28,2026-05-28,6.3,9.6,4,Closed,No
TKT004752,CUST_013,Central,Phone,Billing,Low,AGENT_08,2026-03-26,2026-03-28,39.3,,1,Resolved,No
TKT002754,CUST_096,Central,Chat,Other,High,AGENT_09,2026-02-22,,7.9,16.7,5,Resolved,Yes
TKT004329,CUST_046,West,Chat,Billing,Medium,AGENT_11,2026-04-07,2026-04-08,23.8,-11.6,3,Resolved,No
TKT001925,CUST_081,East,Chat,Delivery Delay,Low,AGENT_08,2026-05-11,,42.3,,,Open,No
TKT000542,CUST_132,South,Chat,Billing,Low,AGENT_12,2026-04-10,2026-04-14,26.8,105.8,5,Resolved,Yes
TKT002787,CUST_118,South,Email,Delivery Delay,Medium,AGENT_07,2026-04-30,2026-05-16,14.4,405.6,5,Closed,Yes
TKT004035,CUST_106,West,Portal,Delivery Delay,Low,AGENT_04,2026-04-07,2026-04-11,4.6,97.3,4,Resolved,Yes
TKT004982,CUST_140,South,Portal,Delivery Delay,Critical,AGENT_05,2026-01-03,2026-01-03,0.7,3.6,3,Resolved,No
TKT002977,CUST_033,East,Email,Delivery Delay,Critical,AGENT_09,2026-02-25,2026-02-25,1.6,5.7,1,Resolved,Yes
TKT003659,CUST_003,South,Chat,Billing,Critical,AGENT_10,2026-03-27,2026-03-27,1.1,6.3,3,Resolved,Yes
TKT004241,CUST_112,North,Phone,Account Access,Medium,AGENT_06,2026-03-30,2026-03-30,13.3,,4,Resolved,No
TKT003137,CUST_066,South,Email,Damaged Goods,Low,AGENT_10,2026-01-20,2026-01-21,23.3,32.6,3,Closed,No
TKT000656,CUST_040,North,Phone,Delivery Delay,Medium,AGENT_03,2026-05-17,,1.9,,,Reopened,No
TKT003344,CUST_077,Central,Email,Other,High,AGENT_12,2026-01-22,2026-01-22,3.3,11.0,5,Resolved,No
TKT003343,CUST_142,West,Email,Billing,Medium,AGENT_12,2026-05-23,2026-05-25,18.7,66.5,4,Resolved,Yes
TKT003500,CUST_078,West,Chat,Account Access,Low,AGENT_06,2026-03-11,,20.5,,,Open,No
TKT004564,CUST_042,West,Phone,Damaged Goods,Low,AGENT_13,2026-02-04,,25.9,,5,Resolved,Yes
TKT003091,CUST_100,Central,Email,Delivery Delay,Medium,AGENT_13,2026-03-11,2026-03-13,11.5,53.1,4,Resolved,Yes
TKT003698,CUST_058,South,Phone,Other,High,AGENT_10,2026-02-28,2026-02-28,3.5,,4,Resolved,No
TKT004411,CUST_043,Central,Chat,Billing,Medium,AGENT_09,2026-05-25,,14.8,-13.5,2,Resolved,No
TKT001572,CUST_052,North,Email,Billing,Low,AGENT_13,2026-05-30,,34.1,100.5,4,Closed,Yes
TKT000458,CUST_002,East,Phone,Billing,Critical,AGENT_08,2026-03-02,2026-03-02,0.9,,2,Resolved,No
TKT000727,CUST_077,West,Chat,Billing,Low,AGENT_04,2026-05-16,2026-05-17,21.1,31.1,3,Resolved,No
TKT003385,CUST_035,East,Phone,Damaged Goods,Low,AGENT_13,2026-06-14,2026-06-17,30.2,,5,Resolved,Yes
TKT001204,CUST_134,South,Chat,Account Access,Medium,AGENT_08,2026-04-14,2026-04-16,13.4,67.5,,Reopened,Yes
TKT001567,CUST_096,North,Email,Delivery Delay,Medium,AGENT_02,2026-05-13,2026-05-16,7.6,73.6,5,Resolved,Yes
TKT004513,CUST_035,Central,Chat,Billing,Critical,AGENT_09,2026-03-28,,0.8,4.9,5,Resolved,Yes
TKT000059,CUST_030,South,Phone,Damaged Goods,Low,AGENT_09,2026-06-28,2026-07-02,1.0,,5,Closed,Yes
TKT000376,CUST_056,Central,Phone,Billing,High,AGENT_07,2026-03-20,2026-03-24,2.7,,4,Resolved,Yes
TKT003922,CUST_079,Central,Email,Account Access,Low,AGENT_15,2026-05-17,,41.4,177.8,3,Resolved,Yes
TKT003379,CUST_052,North,Chat,Damaged Goods,Low,AGENT_11,2026-06-27,,32.1,45.5,5,Resolved,No
TKT000408,CUST_063,East,Phone,Delivery Delay,Low,AGENT_08,2026-04-27,2026-04-29,15.7,,2,Resolved,No
TKT003879,CUST_010,South,Phone,Other,Critical,AGENT_03,2026-02-06,,1.8,,,Open,No
TKT002436,CUST_113,North,Portal,Account Access,Low,AGENT_03,2026-02-25,,29.8,67.9,3,Resolved,No
TKT004474,CUST_088,North,Email,Delivery Delay,Low,AGENT_05,2026-04-19,2026-04-21,44.8,51.3,4,Closed,No
TKT002321,CUST_143,East,Chat,Damaged Goods,Medium,AGENT_01,2026-04-26,2026-04-28,22.9,54.2,5,Resolved,Yes
TKT003488,CUST_114,Central,Chat,Delivery Delay,Low,AGENT_03,2026-03-03,2026-03-05,30.5,59.4,5,Resolved,No
TKT002184,CUST_021,South,Chat,Damaged Goods,Critical,AGENT_02,2026-01-21,2026-01-21,1.8,5.6,5,Closed,Yes
TKT002573,CUST_113,Central,Email,Other,High,AGENT_07,2026-03-01,2026-03-07,4.7,165.9,4,Closed,Yes
TKT003608,CUST_128,East,Email,Billing,Low,AGENT_03,2026-04-25,,10.0,66.4,3,Resolved,No
TKT001301,CUST_109,Central,Portal,Delivery Delay,Medium,AGENT_11,2026-01-30,2026-02-02,22.7,90.4,2,Resolved,Yes
TKT002068,CUST_113,South,Chat,Billing,High,AGENT_05,2026-01-27,2026-01-27,6.7,16.2,2,Resolved,Yes
TKT004566,CUST_124,South,Chat,Billing,Low,AGENT_10,2026-01-17,2026-01-23,40.1,164.6,5,Resolved,Yes
TKT003388,CUST_099,Central,Phone,Delivery Delay,Critical,AGENT_15,2026-01-30,2026-01-30,0.8,,4,Resolved,Yes
TKT003901,CUST_012,North,Chat,Damaged Goods,Medium,AGENT_07,2026-04-16,,21.9,,,Open,No
TKT003404,CUST_024,Central,Email,Billing,Medium,AGENT_04,2026-06-14,2026-06-15,8.1,25.7,4,Resolved,No
TKT004703,CUST_063,Central,Phone,Billing,Low,AGENT_02,2026-03-18,2026-03-21,36.3,,5,Resolved,Yes
TKT004744,CUST_126,Central,Portal,Other,Low,AGENT_12,2026-05-12,2026-05-13,18.8,31.0,1,Resolved,No
TKT000874,CUST_002,East,Phone,Billing,Critical,AGENT_08,2026-03-11,2026-03-11,1.8,,5,Resolved,Yes
TKT003862,CUST_008,West,Email,Delivery Delay,Low,AGENT_13,2026-05-23,2026-05-27,31.6,111.4,5,Resolved,Yes
TKT002423,CUST_133,West,Chat,Damaged Goods,Critical,AGENT_12,2026-05-13,2026-05-13,1.6,6.9,5,Resolved,Yes
TKT002538,CUST_102,Central,Phone,Billing,Medium,AGENT_05,2026-03-23,2026-03-24,4.4,,5,Closed,Yes
TKT003428,CUST_021,South,Portal,Damaged Goods,High,AGENT_11,2026-03-29,2026-03-29,7.3,17.8,3,Resolved,Yes
TKT004596,CUST_008,East,Email,Other,Medium,AGENT_11,2026-03-29,,2.3,,,Open,No
TKT002367,CUST_030,South,Email,Other,Low,AGENT_05,2026-02-23,,10.4,,,Open,No
TKT002404,CUST_066,West,Email,Delivery Delay,Critical,AGENT_01,2026-05-16,2026-05-16,0.6,5.9,4,Resolved,Yes
TKT001942,CUST_051,North,Chat,Billing,Low,AGENT_11,2026-03-27,2026-04-01,11.3,122.7,5,Resolved,Yes
TKT004344,CUST_069,North,Email,Damaged Goods,Medium,AGENT_02,2026-02-01,2026-02-02,12.4,31.2,5,Resolved,No
TKT003256,CUST_145,North,Email,Delivery Delay,Medium,AGENT_14,2026-06-25,,23.8,,,Open,No
TKT004621,CUST_115,North,Email,Other,Low,AGENT_09,2026-05-31,2026-06-01,29.4,46.5,3,Resolved,No
TKT004307,CUST_039,East,Portal,Account Access,Medium,AGENT_15,2026-06-21,2026-06-24,22.6,74.1,4,Resolved,Yes
TKT000910,CUST_035,East,Email,Damaged Goods,Medium,AGENT_02,2026-05-03,2026-05-03,1.3,11.4,5,Closed,No
TKT002165,CUST_026,North,Phone,Billing,Low,AGENT_12,2026-01-29,2026-01-31,42.5,52.0,3,Resolved,No
TKT001564,CUST_012,North,Portal,Other,Medium,AGENT_13,2026-01-07,2026-01-09,17.3,49.4,1,Resolved,Yes
TKT000164,CUST_069,South,Chat,Delivery Delay,Critical,AGENT_11,2026-01-15,2026-01-15,1.7,7.3,4,Closed,Yes
